1+1=2,1
obtained,1
abc,1
.length,1
String.valueOf,1
Integer.parseInt,1
know,1
number,1
index,1
Generic,1
-11,1
n-1,1
creating,1
declaration,1
size,1
square,1
brackets,1
-12,1
*a,1
Create,1
structs,1
another,1
-13,1
Multi-dimensional,1
created,1
making,1
five-element,1
ten,1
T.,1
undefined,1
ArrayIndexOutOfBoundsException,1
results,1
NullPointerException,1
Initializers,1
follows,1
Arrays,1
1.1,1
Constants,1
modified,1
keywords,1
constants,1
keyword,1
version=1,1
Owner,1
Terence,1
-14,1
Most,1
expressions,1
Constant,1
qualified-id,1
Integer.MAX_VALUE,1
obj.member,1
npackage.class,1
package.obj,1
Jim,1
'a,1
'\t,1
Unicode,1
character,1
\u00ae,1
false,1
3.14f,1
2.7e6F,1
F,1
3.14,1
2.7e6D,1
D,1
hexadecimal,1
octal,1
0x123,1
077,1
super,1
General,1
note,1
lowercase,1
current,1
superclass,1
view,1
-15,1
Operators,1
obj.method,1
class.method,1
3+4,1
*7,1
constructor-args,1
zero-extend,1
right-shift,1
present,1
C.,1
removed,1
allocation,1
handled,1
order,1
highest,1
lowest,1
priority,1
++,1
~,1
^,1
|,1
||,1
*=,1
/=,1
+=,1
-=,1
^=,1
|=,1
precedence,1
bind,1
-16,1
differently,1
proper,1
.method,1
table,1
Forms,1
Common,1
Statement,1
int-expr,1
stat3,1
i=0,1
do-while,1
stats,1
specific,1
apply,1
preceded,1
label,1
say,1
means,1
treated,1
compared,1
arguments,1
-17,1
performs,1
32-bit,1
II,1
III,1
IV,1
implements,1
Cloneable,1
super.clone,1
a.clone,1
-18,1
requires,1
discussed,1
pretend,1
necessary,1
Method,1
Parameters,1
Return,1
Values,1
Arguments,1
values,1
implied,1
assignments,1
bfoo,1
Equality,1
Two,1
shallow,1
'd,1
-19,1
referring,1
perform,1
deep,1
convention,1
rewrite,1
a.equals,1
Pointers,1
address,1
difference,1
fragments,1
*s,1
s-,1
internally,1
s.push,1
Collection,1
deallocates,1
needed,1
thereby,1
relieving,1
tedious,1
error-prone,1
-20,1
deallocating,1
consequence,1
lack,1
valid,1
invalid,1
stale,1
deallocated,1
via,1
calloc/malloc,1
*t,1
ack,1
body,1
pointed,1
But,1
happens,1
It's,1
still,1
's,1
inaccessible,1
Memory,1
referred,1
leaked,1
leaks,1
issue,1
ill,1
effects,1
old,1
immediately,1
remains,1
thread,1
next,1
notices,1
Put,1
reduces,1
effort,1
errors,1
complexity,1
MML,1
0.995a,1
Version,1
Id,1
//depot/main/src/edu/modules/JavaBasics/javaBasics.mml,1
-21,1
-22,1
page,1
intentionally,1
left,1
blank,1
-23,1
